515.79,512.61,509.89,507.59,505.71,504.18,502.98,502.06,501.36,500.86,500.52,500.3,500.19,500.15,500.18,500.24,500.34,500.47,500.61,500.75,500.9,501.06,501.21,501.35,501.5,501.64,501.77,501.9,502.02,502.13,502.24,502.34,502.44,502.54,502.62,502.71,502.78,502.86,502.93,502.99,503.05,503.11,503.16,503.21,503.26,503.3,503.34,503.38,503.41,503.45,503.47,503.5,503.52,503.54,503.56,503.58,503.59,503.61,503.62,503.62,503.63,503.64,503.64,503.64,503.65,503.65,503.64,503.64,503.64,503.64,503.63,503.63,503.62,503.61,503.61,503.6,503.59,503.58,503.57,503.56,503.55,503.54,503.54,503.53,503.52,503.51,503.5,503.49,503.48,503.47,503.46,503.45,503.44,503.43,503.42,503.41,503.4,503.39,503.39,503.38,503.37,503.36,503.35,503.35,503.34,503.33,503.33,503.32,503.32,503.31,503.3,503.3,503.29,503.29,503.29,503.28,503.28,503.27,503.27,503.27,503.26,503.26,503.26,503.26,503.25,503.25,503.25,503.25,503.25,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26
470.47,477.28,483.29,488.48,492.89,496.56,499.56,501.96,503.85,505.31,506.4,507.19,507.74,508.11,508.31,508.41,508.41,508.34,508.22,508.07,507.89,507.7,507.49,507.29,507.08,506.88,506.68,506.48,506.29,506.11,505.93,505.76,505.6,505.44,505.29,505.14,505.01,504.87,504.74,504.62,504.51,504.39,504.29,504.18,504.09,503.99,503.91,503.82,503.74,503.67,503.6,503.53,503.47,503.41,503.35,503.3,503.25,503.21,503.17,503.13,503.09,503.06,503.03,503,502.98,502.96,502.94,502.92,502.91,502.89,502.88,502.87,502.87,502.86,502.86,502.85,502.85,502.85,502.85,502.86,502.86,502.86,502.87,502.87,502.88,502.89,502.89,502.9,502.91,502.92,502.93,502.94,502.95,502.96,502.97,502.98,502.99,503,503.01,503.02,503.03,503.04,503.05,503.06,503.07,503.08,503.09,503.1,503.11,503.12,503.13,503.13,503.14,503.15,503.16,503.16,503.17,503.18,503.19,503.19,503.2,503.2,503.21,503.21,503.22,503.22,503.23,503.23,503.24,503.24,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26,503.27,503.27,503.27,503.27,503.27,503.27,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26
536.6,528.84,522.11,516.38,511.59,507.69,504.55,502.1,500.22,498.82,497.82,497.13,496.7,496.48,496.41,496.47,496.61,496.82,497.08,497.37,497.67,497.99,498.31,498.62,498.93,499.23,499.52,499.8,500.06,500.32,500.56,500.79,501.01,501.22,501.41,501.6,501.78,501.95,502.11,502.26,502.4,502.53,502.66,502.78,502.89,503,503.09,503.19,503.27,503.35,503.42,503.49,503.55,503.61,503.66,503.71,503.75,503.79,503.83,503.86,503.88,503.9,503.92,503.94,503.95,503.96,503.97,503.97,503.98,503.98,503.97,503.97,503.97,503.96,503.95,503.94,503.93,503.92,503.9,503.89,503.87,503.86,503.84,503.82,503.81,503.79,503.77,503.75,503.73,503.72,503.7,503.68,503.66,503.64,503.62,503.61,503.59,503.57,503.56,503.54,503.52,503.51,503.49,503.48,503.46,503.45,503.44,503.42,503.41,503.4,503.39,503.37,503.36,503.35,503.34,503.33,503.32,503.32,503.31,503.3,503.29,503.29,503.28,503.27,503.27,503.26,503.26,503.25,503.25,503.24,503.24,503.24,503.23,503.23,503.23,503.23,503.23,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26
474.39,480.34,485.6,490.14,494.01,497.23,499.86,501.97,503.64,504.92,505.89,506.59,507.09,507.41,507.6,507.69,507.7,507.65,507.55,507.43,507.28,507.12,506.94,506.77,506.59,506.42,506.25,506.08,505.92,505.76,505.61,505.47,505.33,505.19,505.06,504.94,504.82,504.7,504.59,504.48,504.38,504.29,504.19,504.1,504.02,503.94,503.86,503.79,503.72,503.65,503.59,503.53,503.47,503.42,503.37,503.33,503.28,503.24,503.21,503.17,503.14,503.11,503.08,503.06,503.04,503.02,503,502.98,502.97,502.96,502.95,502.94,502.93,502.93,502.92,502.92,502.92,502.92,502.92,502.92,502.92,502.92,502.93,502.93,502.93,502.94,502.95,502.95,502.96,502.97,502.97,502.98,502.99,503,503.01,503.02,503.02,503.03,503.04,503.05,503.06,503.07,503.08,503.08,503.09,503.1,503.11,503.12,503.13,503.13,503.14,503.15,503.15,503.16,503.17,503.17,503.18,503.19,503.19,503.2,503.2,503.21,503.21,503.22,503.22,503.23,503.23,503.23,503.24,503.24,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26,503.26,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26
505.84,504.86,504.05,503.41,502.9,502.52,502.24,502.04,501.91,501.84,501.81,501.82,501.85,501.9,501.96,502.03,502.11,502.19,502.27,502.35,502.43,502.51,502.58,502.65,502.72,502.78,502.84,502.9,502.95,503,503.05,503.09,503.14,503.17,503.21,503.24,503.27,503.3,503.33,503.35,503.37,503.39,503.41,503.43,503.44,503.46,503.47,503.48,503.49,503.5,503.5,503.51,503.51,503.52,503.52,503.52,503.52,503.52,503.52,503.52,503.51,503.51,503.51,503.5,503.5,503.49,503.49,503.48,503.48,503.47,503.47,503.46,503.45,503.45,503.44,503.44,503.43,503.42,503.42,503.41,503.4,503.4,503.39,503.38,503.38,503.37,503.36,503.36,503.35,503.35,503.34,503.34,503.33,503.33,503.32,503.32,503.31,503.31,503.3,503.3,503.29,503.29,503.29,503.28,503.28,503.28,503.27,503.27,503.27,503.27,503.26,503.26,503.26,503.26,503.26,503.26,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26
530.06,523.74,518.26,513.61,509.74,506.58,504.06,502.08,500.58,499.46,498.67,498.13,497.8,497.64,497.6,497.66,497.79,497.98,498.2,498.44,498.7,498.96,499.22,499.49,499.74,499.99,500.23,500.46,500.68,500.89,501.09,501.28,501.46,501.63,501.79,501.95,502.09,502.23,502.36,502.49,502.6,502.71,502.82,502.91,503.01,503.09,503.17,503.25,503.31,503.38,503.44,503.49,503.54,503.59,503.63,503.67,503.7,503.73,503.76,503.78,503.8,503.82,503.83,503.85,503.86,503.86,503.87,503.87,503.87,503.87,503.87,503.86,503.86,503.85,503.84,503.83,503.82,503.81,503.8,503.79,503.77,503.76,503.74,503.73,503.71,503.7,503.68,503.67,503.65,503.64,503.62,503.61,503.59,503.58,503.56,503.55,503.53,503.52,503.5,503.49,503.48,503.46,503.45,503.44,503.42,503.41,503.4,503.39,503.38,503.37,503.36,503.35,503.34,503.33,503.32,503.32,503.31,503.3,503.3,503.29,503.28,503.28,503.27,503.27,503.26,503.26,503.25,503.25,503.25,503.24,503.24,503.24,503.24,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26,503.26,503.26
554.11,542.49,532.42,523.81,516.59,510.67,505.9,502.15,499.27,497.1,495.53,494.44,493.74,493.34,493.18,493.22,493.39,493.68,494.03,494.45,494.89,495.35,495.82,496.29,496.75,497.2,497.63,498.04,498.43,498.81,499.17,499.51,499.83,500.14,500.43,500.71,500.97,501.21,501.45,501.67,501.88,502.08,502.26,502.44,502.61,502.76,502.91,503.04,503.17,503.29,503.4,503.5,503.6,503.68,503.76,503.83,503.9,503.96,504.01,504.06,504.1,504.14,504.17,504.19,504.21,504.23,504.25,504.26,504.26,504.26,504.26,504.26,504.26,504.25,504.24,504.22,504.21,504.19,504.18,504.16,504.14,504.12,504.09,504.07,504.05,504.02,504,503.97,503.95,503.92,503.9,503.87,503.85,503.82,503.79,503.77,503.74,503.72,503.7,503.67,503.65,503.63,503.61,503.58,503.56,503.54,503.52,503.5,503.49,503.47,503.45,503.43,503.42,503.4,503.39,503.38,503.36,503.35,503.34,503.33,503.32,503.31,503.3,503.29,503.28,503.27,503.26,503.26,503.25,503.24,503.24,503.23,503.23,503.23,503.22,503.22,503.22,503.21,503.21,503.21,503.21,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.21,503.21,503.21,503.21,503.21,503.21,503.21,503.21,503.22,503.22,503.22,503.22,503.22,503.22,503.22,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26
562.68,549.19,537.48,527.47,519.07,512.15,506.57,502.19,498.8,496.26,494.41,493.11,492.26,491.77,491.57,491.59,491.78,492.09,492.5,492.98,493.49,494.03,494.58,495.13,495.67,496.19,496.7,497.18,497.64,498.08,498.5,498.9,499.27,499.63,499.96,500.28,500.59,500.87,501.14,501.4,501.64,501.87,502.08,502.29,502.48,502.66,502.83,502.98,503.13,503.27,503.4,503.51,503.62,503.72,503.82,503.9,503.98,504.04,504.11,504.16,504.21,504.25,504.29,504.32,504.35,504.37,504.38,504.39,504.4,504.41,504.41,504.4,504.4,504.39,504.38,504.36,504.35,504.33,504.31,504.29,504.27,504.24,504.22,504.19,504.16,504.14,504.11,504.08,504.05,504.02,503.99,503.96,503.93,503.9,503.88,503.85,503.82,503.79,503.76,503.74,503.71,503.68,503.66,503.63,503.61,503.59,503.57,503.54,503.52,503.5,503.48,503.46,503.45,503.43,503.41,503.4,503.38,503.37,503.35,503.34,503.33,503.31,503.3,503.29,503.28,503.27,503.27,503.26,503.25,503.24,503.24,503.23,503.23,503.22,503.22,503.21,503.21,503.21,503.2,503.2,503.2,503.2,503.2,503.19,503.19,503.19,503.19,503.19,503.19,503.19,503.19,503.19,503.19,503.19,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.2,503.21,503.21,503.21,503.21,503.21,503.21,503.22,503.22,503.22,503.22,503.22,503.22,503.23,503.23,503.23,503.23,503.23,503.23,503.23,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26
511.02,508.89,507.09,505.59,504.36,503.38,502.62,502.05,501.63,501.33,501.14,501.03,500.99,500.99,501.03,501.1,501.19,501.29,501.41,501.52,501.64,501.75,501.87,501.98,502.08,502.19,502.28,502.38,502.47,502.55,502.63,502.7,502.77,502.84,502.9,502.96,503.02,503.07,503.12,503.16,503.21,503.25,503.28,503.32,503.35,503.38,503.4,503.43,503.45,503.47,503.49,503.5,503.52,503.53,503.54,503.55,503.56,503.56,503.57,503.57,503.58,503.58,503.58,503.58,503.58,503.57,503.57,503.57,503.56,503.56,503.55,503.55,503.54,503.53,503.53,503.52,503.51,503.5,503.5,503.49,503.48,503.47,503.47,503.46,503.45,503.44,503.43,503.42,503.42,503.41,503.4,503.39,503.39,503.38,503.37,503.37,503.36,503.35,503.35,503.34,503.33,503.33,503.32,503.32,503.31,503.31,503.3,503.3,503.29,503.29,503.29,503.28,503.28,503.27,503.27,503.27,503.27,503.26,503.26,503.26,503.26,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.24,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.25,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26
459.79,468.95,477,483.95,489.84,494.74,498.73,501.93,504.43,506.35,507.78,508.82,509.54,510,510.26,510.36,510.34,510.23,510.06,509.83,509.57,509.29,509,508.71,508.41,508.12,507.84,507.56,507.3,507.04,506.79,506.56,506.33,506.11,505.9,505.71,505.51,505.33,505.16,504.99,504.83,504.68,504.54,504.4,504.27,504.14,504.03,503.92,503.81,503.71,503.62,503.53,503.45,503.37,503.3,503.23,503.17,503.11,503.05,503.01,502.96,502.92,502.88,502.85,502.82,502.79,502.77,502.75,502.73,502.72,502.71,502.7,502.69,502.68,502.68,502.68,502.68,502.68,502.68,502.69,502.7,502.7,502.71,502.72,502.73,502.74,502.75,502.77,502.78,502.79,502.81,502.82,502.83,502.85,502.86,502.88,502.89,502.91,502.92,502.94,502.95,502.97,502.98,502.99,503.01,503.02,503.03,503.05,503.06,503.07,503.08,503.1,503.11,503.12,503.13,503.14,503.15,503.16,503.17,503.18,503.18,503.19,503.2,503.21,503.21,503.22,503.23,503.23,503.24,503.24,503.25,503.25,503.26,503.26,503.26,503.27,503.27,503.27,503.27,503.28,503.28,503.28,503.28,503.28,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.29,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.28,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.27,503.26,503.26,503.26,503.26,503.26,503.26,503.26,503.26
